object_id,natural_week,start_date,quantity
3_6_1_12,45,7/4/2021,207
3_6_1_12,44,7/11/2021,159
3_6_1_12,43,7/18/2021,135
3_6_1_12,42,7/25/2021,138
3_6_1_12,41,8/1/2021,139
3_6_1_12,40,8/8/2021,171
3_6_1_12,39,8/15/2021,135
3_6_1_12,38,8/22/2021,192
3_6_1_12,37,8/29/2021,183
3_6_1_12,36,9/5/2021,155
3_6_1_12,35,9/12/2021,188
3_6_1_12,34,9/19/2021,160
3_6_1_12,33,9/26/2021,174
3_6_1_12,32,10/3/2021,175
3_6_1_12,31,10/10/2021,159
3_6_1_12,30,10/17/2021,153
3_6_1_12,29,10/24/2021,176
3_6_1_12,28,10/31/2021,165
3_6_1_12,27,11/7/2021,199
3_6_1_12,26,11/14/2021,234
3_6_1_12,25,11/21/2021,223
3_6_1_12,24,11/28/2021,236
3_6_1_12,23,12/5/2021,372
3_6_1_12,22,12/12/2021,416
3_6_1_12,21,12/19/2021,566
3_6_1_12,20,12/26/2021,273
3_6_1_12,19,1/2/2022,411
3_6_1_12,18,1/9/2022,123
3_6_1_12,17,1/16/2022,116
3_6_1_12,16,1/23/2022,112
3_6_1_12,15,1/30/2022,119
3_6_1_12,14,2/6/2022,192
3_6_1_12,13,2/13/2022,237
3_6_1_12,12,2/20/2022,211
3_6_1_12,11,2/27/2022,245
3_6_1_12,10,3/6/2022,203
3_6_1_12,9,3/13/2022,270
3_6_1_12,8,3/20/2022,266
3_6_1_12,7,3/27/2022,286
3_6_1_12,6,4/3/2022,210
3_6_1_12,5,4/10/2022,196
3_6_1_12,4,4/17/2022,240
3_6_1_12,3,4/24/2022,299
3_6_1_12,2,5/1/2022,298
3_6_1_12,1,5/8/2022,219
3_6_2_11,157,5/12/2019,128
3_6_2_11,156,5/19/2019,207
3_6_2_11,155,5/26/2019,144
3_6_2_11,154,6/2/2019,144
3_6_2_11,153,6/9/2019,148
3_6_2_11,152,6/16/2019,153
3_6_2_11,151,6/23/2019,222
3_6_2_11,150,6/30/2019,165
3_6_2_11,149,7/7/2019,138
3_6_2_11,148,7/14/2019,189
3_6_2_11,147,7/21/2019,165
3_6_2_11,146,7/28/2019,206
3_6_2_11,145,8/4/2019,264
3_6_2_11,144,8/11/2019,339
3_6_2_11,143,8/18/2019,574
3_6_2_11,142,8/25/2019,399
3_6_2_11,141,9/1/2019,223
3_6_2_11,140,9/8/2019,200
3_6_2_11,139,9/15/2019,155
3_6_2_11,138,9/22/2019,178
3_6_2_11,137,9/29/2019,175
3_6_2_11,136,10/6/2019,153
3_6_2_11,135,10/13/2019,163
3_6_2_11,134,10/20/2019,153
3_6_2_11,133,10/27/2019,150
3_6_2_11,132,11/3/2019,145
3_6_2_11,131,11/10/2019,206
3_6_2_11,130,11/17/2019,203
3_6_2_11,129,11/24/2019,185
3_6_2_11,128,12/1/2019,240
3_6_2_11,127,12/8/2019,294
3_6_2_11,126,12/15/2019,320
3_6_2_11,125,12/22/2019,365
3_6_2_11,124,12/29/2019,306
3_6_2_11,123,1/5/2020,260
3_6_2_11,122,1/12/2020,122
3_6_2_11,121,1/19/2020,124
3_6_2_11,120,1/26/2020,127
3_6_2_11,119,2/2/2020,130
3_6_2_11,118,2/9/2020,160
3_6_2_11,117,2/16/2020,189
3_6_2_11,116,2/23/2020,156
3_6_2_11,115,3/1/2020,161
3_6_2_11,114,3/8/2020,180
3_6_2_11,113,3/15/2020,115
3_6_2_11,112,3/22/2020,59
3_6_2_11,111,3/29/2020,17
3_6_2_11,108,4/19/2020,1
3_6_2_11,107,4/26/2020,4
3_6_2_11,106,5/3/2020,10
3_6_2_11,105,5/10/2020,10
3_6_2_11,104,5/17/2020,12
3_6_2_11,103,5/24/2020,7
3_6_2_11,102,5/31/2020,72
3_6_2_11,101,6/7/2020,100
3_6_2_11,100,6/14/2020,194
3_6_2_11,99,6/21/2020,233
3_6_2_11,98,6/28/2020,228
3_6_2_11,97,7/5/2020,211
3_6_2_11,96,7/12/2020,201
3_6_2_11,95,7/19/2020,184
3_6_2_11,94,7/26/2020,122
3_6_2_11,93,8/2/2020,137
3_6_2_11,92,8/9/2020,111
3_6_2_11,91,8/16/2020,98
3_6_2_11,90,8/23/2020,118
3_6_2_11,89,8/30/2020,125
3_6_2_11,88,9/6/2020,122
3_6_2_11,87,9/13/2020,118
3_6_2_11,86,9/20/2020,124
3_6_2_11,85,9/27/2020,109
3_6_2_11,84,10/4/2020,100
3_6_2_11,83,10/11/2020,112
3_6_2_11,82,10/18/2020,77
3_6_2_11,81,10/25/2020,112
3_6_2_11,80,11/1/2020,113
3_6_2_11,79,11/8/2020,118
3_6_2_11,78,11/15/2020,122
3_6_2_11,77,11/22/2020,77
3_6_2_11,76,11/29/2020,158
3_6_2_11,75,12/6/2020,174
3_6_2_11,74,12/13/2020,273
3_6_2_11,73,12/20/2020,221
3_6_2_11,72,12/27/2020,153
3_6_2_11,71,1/3/2021,216
3_6_2_11,70,1/10/2021,80
3_6_2_11,69,1/17/2021,52
3_6_2_11,68,1/24/2021,60
3_6_2_11,67,1/31/2021,91
3_6_2_11,66,2/7/2021,82
3_6_2_11,65,2/14/2021,120
3_6_2_11,64,2/21/2021,81
3_6_2_11,63,2/28/2021,109
3_6_2_11,62,3/7/2021,137
3_6_2_11,61,3/14/2021,132
3_6_2_11,60,3/21/2021,122
3_6_2_11,59,3/28/2021,157
3_6_2_11,58,4/4/2021,124
3_6_2_11,57,4/11/2021,122
3_6_2_11,56,4/18/2021,107
3_6_2_11,55,4/25/2021,143
3_6_2_11,54,5/2/2021,118
3_6_2_11,53,5/9/2021,129
3_6_2_11,52,5/16/2021,146
3_6_2_11,51,5/23/2021,136
3_6_2_11,50,5/30/2021,126
3_6_2_11,49,6/6/2021,147
3_6_2_11,48,6/13/2021,157
3_6_2_11,47,6/20/2021,116
3_6_2_11,46,6/27/2021,140
3_6_2_11,45,7/4/2021,138
3_6_2_11,44,7/11/2021,141
3_6_2_11,43,7/18/2021,155
3_6_2_11,42,7/25/2021,135
3_6_2_11,41,8/1/2021,111
3_6_2_11,40,8/8/2021,121
3_6_2_11,39,8/15/2021,116
3_6_2_11,38,8/22/2021,160
3_6_2_11,37,8/29/2021,163
3_6_2_11,36,9/5/2021,130
3_6_2_11,35,9/12/2021,144
3_6_2_11,34,9/19/2021,140
3_6_2_11,33,9/26/2021,135
3_6_2_11,32,10/3/2021,155
3_6_2_11,31,10/10/2021,140
3_6_2_11,30,10/17/2021,122
3_6_2_11,29,10/24/2021,166
3_6_2_11,28,10/31/2021,149
3_6_2_11,27,11/7/2021,167
3_6_2_11,26,11/14/2021,197
3_6_2_11,25,11/21/2021,124
3_6_2_11,24,11/28/2021,121
3_6_2_11,23,12/5/2021,216
3_6_2_11,22,12/12/2021,246
3_6_2_11,21,12/19/2021,283
3_6_2_11,20,12/26/2021,184
3_6_2_11,19,1/2/2022,232
3_6_2_11,18,1/9/2022,85
3_6_2_11,17,1/16/2022,72
3_6_2_11,16,1/23/2022,83
3_6_2_11,15,1/30/2022,89
3_6_2_11,14,2/6/2022,98
3_6_2_11,13,2/13/2022,95
3_6_2_11,12,2/20/2022,118
3_6_2_11,11,2/27/2022,123
3_6_2_11,10,3/6/2022,110
3_6_2_11,9,3/13/2022,124
3_6_2_11,8,3/20/2022,135
3_6_2_11,7,3/27/2022,147
3_6_2_11,6,4/3/2022,119
3_6_2_11,5,4/10/2022,86
3_6_2_11,4,4/17/2022,106
3_6_2_11,3,4/24/2022,137
3_6_2_11,2,5/1/2022,97
3_6_2_11,1,5/8/2022,89
3_6_2_12,157,5/12/2019,180
3_6_2_12,156,5/19/2019,251
3_6_2_12,155,5/26/2019,203
3_6_2_12,154,6/2/2019,208
3_6_2_12,153,6/9/2019,190
3_6_2_12,152,6/16/2019,229
3_6_2_12,151,6/23/2019,218
3_6_2_12,150,6/30/2019,220
3_6_2_12,149,7/7/2019,191
3_6_2_12,148,7/14/2019,235
3_6_2_12,147,7/21/2019,260
3_6_2_12,146,7/28/2019,280
3_6_2_12,145,8/4/2019,383
3_6_2_12,144,8/11/2019,513
3_6_2_12,143,8/18/2019,852
3_6_2_12,142,8/25/2019,471
3_6_2_12,141,9/1/2019,230
3_6_2_12,140,9/8/2019,158
3_6_2_12,139,9/15/2019,141
3_6_2_12,138,9/22/2019,149
3_6_2_12,137,9/29/2019,181
3_6_2_12,136,10/6/2019,139
3_6_2_12,135,10/13/2019,162
3_6_2_12,134,10/20/2019,181
3_6_2_12,133,10/27/2019,161
3_6_2_12,132,11/3/2019,183
3_6_2_12,131,11/10/2019,254
3_6_2_12,130,11/17/2019,231
3_6_2_12,129,11/24/2019,178
3_6_2_12,128,12/1/2019,221
3_6_2_12,127,12/8/2019,362
3_6_2_12,126,12/15/2019,347
3_6_2_12,125,12/22/2019,405
3_6_2_12,124,12/29/2019,346
3_6_2_12,123,1/5/2020,376
3_6_2_12,122,1/12/2020,144
3_6_2_12,121,1/19/2020,130
3_6_2_12,120,1/26/2020,143
3_6_2_12,119,2/2/2020,166
3_6_2_12,118,2/9/2020,173
3_6_2_12,117,2/16/2020,206
3_6_2_12,116,2/23/2020,209
3_6_2_12,115,3/1/2020,228
3_6_2_12,114,3/8/2020,212
3_6_2_12,113,3/15/2020,147
3_6_2_12,112,3/22/2020,70
3_6_2_12,111,3/29/2020,38
3_6_2_12,107,4/26/2020,9
3_6_2_12,106,5/3/2020,8
3_6_2_12,105,5/10/2020,19
3_6_2_12,104,5/17/2020,31
3_6_2_12,103,5/24/2020,21
3_6_2_12,102,5/31/2020,104
3_6_2_12,101,6/7/2020,105
3_6_2_12,100,6/14/2020,238
3_6_2_12,99,6/21/2020,270
3_6_2_12,98,6/28/2020,305
3_6_2_12,97,7/5/2020,255
3_6_2_12,96,7/12/2020,217
3_6_2_12,95,7/19/2020,244
3_6_2_12,94,7/26/2020,196
3_6_2_12,93,8/2/2020,170
3_6_2_12,92,8/9/2020,219
3_6_2_12,91,8/16/2020,167
3_6_2_12,90,8/23/2020,136
3_6_2_12,89,8/30/2020,191
3_6_2_12,88,9/6/2020,184
3_6_2_12,87,9/13/2020,193
3_6_2_12,86,9/20/2020,204
3_6_2_12,85,9/27/2020,208
3_6_2_12,84,10/4/2020,184
3_6_2_12,83,10/11/2020,193
3_6_2_12,82,10/18/2020,205
3_6_2_12,81,10/25/2020,210
3_6_2_12,80,11/1/2020,201
3_6_2_12,79,11/8/2020,208
3_6_2_12,78,11/15/2020,217
3_6_2_12,77,11/22/2020,187
3_6_2_12,76,11/29/2020,270
3_6_2_12,75,12/6/2020,384
3_6_2_12,74,12/13/2020,407
3_6_2_12,73,12/20/2020,448
3_6_2_12,72,12/27/2020,262
3_6_2_12,71,1/3/2021,357
3_6_2_12,70,1/10/2021,114
3_6_2_12,69,1/17/2021,69
3_6_2_12,68,1/24/2021,104
3_6_2_12,67,1/31/2021,148
3_6_2_12,66,2/7/2021,154
3_6_2_12,65,2/14/2021,176
3_6_2_12,64,2/21/2021,209
3_6_2_12,63,2/28/2021,190
3_6_2_12,62,3/7/2021,190
3_6_2_12,61,3/14/2021,203
3_6_2_12,60,3/21/2021,171
3_6_2_12,59,3/28/2021,220
3_6_2_12,58,4/4/2021,209
3_6_2_12,57,4/11/2021,215
3_6_2_12,56,4/18/2021,194
3_6_2_12,55,4/25/2021,268
3_6_2_12,54,5/2/2021,248
3_6_2_12,53,5/9/2021,226
3_6_2_12,52,5/16/2021,252
3_6_2_12,51,5/23/2021,226
3_6_2_12,50,5/30/2021,238
3_6_2_12,49,6/6/2021,251
3_6_2_12,48,6/13/2021,238
3_6_2_12,47,6/20/2021,214
3_6_2_12,46,6/27/2021,255
3_6_2_12,45,7/4/2021,287
3_6_2_12,44,7/11/2021,295
3_6_2_12,43,7/18/2021,246
3_6_2_12,42,7/25/2021,227
3_6_2_12,41,8/1/2021,263
3_6_2_12,40,8/8/2021,280
3_6_2_12,39,8/15/2021,259
3_6_2_12,38,8/22/2021,318
3_6_2_12,37,8/29/2021,301
3_6_2_12,36,9/5/2021,289
3_6_2_12,35,9/12/2021,286
3_6_2_12,34,9/19/2021,251
3_6_2_12,33,9/26/2021,259
3_6_2_12,32,10/3/2021,266
3_6_2_12,31,10/10/2021,276
3_6_2_12,30,10/17/2021,243
3_6_2_12,29,10/24/2021,232
3_6_2_12,28,10/31/2021,263
3_6_2_12,27,11/7/2021,283
3_6_2_12,26,11/14/2021,289
3_6_2_12,25,11/21/2021,246
3_6_2_12,24,11/28/2021,258
3_6_2_12,23,12/5/2021,347
3_6_2_12,22,12/12/2021,444
3_6_2_12,21,12/19/2021,557
3_6_2_12,20,12/26/2021,349
3_6_2_12,19,1/2/2022,504
3_6_2_12,18,1/9/2022,158
3_6_2_12,17,1/16/2022,131
3_6_2_12,16,1/23/2022,112
3_6_2_12,15,1/30/2022,152
3_6_2_12,14,2/6/2022,178
3_6_2_12,13,2/13/2022,206
3_6_2_12,12,2/20/2022,227
3_6_2_12,11,2/27/2022,219
3_6_2_12,10,3/6/2022,257
3_6_2_12,9,3/13/2022,254
3_6_2_12,8,3/20/2022,252
3_6_2_12,7,3/27/2022,287
3_6_2_12,6,4/3/2022,252
3_6_2_12,5,4/10/2022,169
3_6_2_12,4,4/17/2022,236
3_6_2_12,3,4/24/2022,278
3_6_2_12,2,5/1/2022,242
3_6_2_12,1,5/8/2022,181
4_1_1_12,157,5/12/2019,6
4_1_1_12,156,5/19/2019,9
4_1_1_12,155,5/26/2019,12
4_1_1_12,154,6/2/2019,15
4_1_1_12,153,6/9/2019,14
4_1_1_12,152,6/16/2019,30
4_1_1_12,151,6/23/2019,37
4_1_1_12,150,6/30/2019,39
4_1_1_12,149,7/7/2019,29
4_1_1_12,148,7/14/2019,26
4_1_1_12,147,7/21/2019,29
4_1_1_12,146,7/28/2019,37
4_1_1_12,145,8/4/2019,34
4_1_1_12,144,8/11/2019,30
4_1_1_12,143,8/18/2019,43
4_1_1_12,142,8/25/2019,26
4_1_1_12,141,9/1/2019,24
4_1_1_12,140,9/8/2019,37
4_1_1_12,139,9/15/2019,33
4_1_1_12,138,9/22/2019,36
4_1_1_12,137,9/29/2019,44
4_1_1_12,136,10/6/2019,38
4_1_1_12,135,10/13/2019,38
4_1_1_12,134,10/20/2019,44
4_1_1_12,133,10/27/2019,46
4_1_1_12,132,11/3/2019,61
4_1_1_12,131,11/10/2019,69
4_1_1_12,130,11/17/2019,61
4_1_1_12,129,11/24/2019,56
4_1_1_12,128,12/1/2019,78
4_1_1_12,127,12/8/2019,116
4_1_1_12,126,12/15/2019,117
4_1_1_12,125,12/22/2019,173
4_1_1_12,124,12/29/2019,84
4_1_1_12,123,1/5/2020,59
4_1_1_12,122,1/12/2020,15
4_1_1_12,121,1/19/2020,16
4_1_1_12,120,1/26/2020,21
4_1_1_12,119,2/2/2020,15
4_1_1_12,118,2/9/2020,19
4_1_1_12,117,2/16/2020,10
4_1_1_12,116,2/23/2020,11
4_1_1_12,115,3/1/2020,10
4_1_1_12,114,3/8/2020,18
4_1_1_12,113,3/15/2020,14
4_1_1_12,112,3/22/2020,4
4_1_1_12,111,3/29/2020,1
4_1_1_12,102,5/31/2020,3
4_1_1_12,101,6/7/2020,10
4_1_1_12,100,6/14/2020,23
4_1_1_12,99,6/21/2020,38
4_1_1_12,98,6/28/2020,33
4_1_1_12,97,7/5/2020,39
4_1_1_12,96,7/12/2020,32
4_1_1_12,95,7/19/2020,24
4_1_1_12,94,7/26/2020,26
4_1_1_12,93,8/2/2020,20
4_1_1_12,92,8/9/2020,45
4_1_1_12,91,8/16/2020,26
4_1_1_12,90,8/23/2020,28
4_1_1_12,89,8/30/2020,43
4_1_1_12,88,9/6/2020,35
4_1_1_12,87,9/13/2020,52
4_1_1_12,86,9/20/2020,46
4_1_1_12,85,9/27/2020,50
4_1_1_12,84,10/4/2020,51
4_1_1_12,83,10/11/2020,53
4_1_1_12,82,10/18/2020,84
4_1_1_12,81,10/25/2020,65
4_1_1_12,80,11/1/2020,86
4_1_1_12,79,11/8/2020,85
4_1_1_12,78,11/15/2020,85
4_1_1_12,77,11/22/2020,49
4_1_1_12,76,11/29/2020,86
4_1_1_12,75,12/6/2020,135
4_1_1_12,74,12/13/2020,190
4_1_1_12,73,12/20/2020,191
4_1_1_12,72,12/27/2020,105
4_1_1_12,71,1/3/2021,96
4_1_1_12,70,1/10/2021,29
4_1_1_12,69,1/17/2021,19
4_1_1_12,68,1/24/2021,14
4_1_1_12,67,1/31/2021,16
4_1_1_12,66,2/7/2021,18
4_1_1_12,65,2/14/2021,24
4_1_1_12,64,2/21/2021,28
4_1_1_12,63,2/28/2021,23
4_1_1_12,62,3/7/2021,17
4_1_1_12,61,3/14/2021,22
4_1_1_12,60,3/21/2021,17
4_1_1_12,59,3/28/2021,15
4_1_1_12,58,4/4/2021,23
4_1_1_12,57,4/11/2021,15
4_1_1_12,56,4/18/2021,28
4_1_1_12,55,4/25/2021,32
4_1_1_12,54,5/2/2021,26
4_1_1_12,53,5/9/2021,42
4_1_1_12,52,5/16/2021,30
4_1_1_12,51,5/23/2021,40
4_1_1_12,50,5/30/2021,41
4_1_1_12,49,6/6/2021,41
4_1_1_12,48,6/13/2021,44
4_1_1_12,47,6/20/2021,44
4_1_1_12,46,6/27/2021,99
4_1_1_12,45,7/4/2021,85
4_1_1_12,44,7/11/2021,64
4_1_1_12,43,7/18/2021,72
4_1_1_12,42,7/25/2021,65
4_1_1_12,41,8/1/2021,68
4_1_1_12,40,8/8/2021,71
4_1_1_12,39,8/15/2021,52
4_1_1_12,38,8/22/2021,66
4_1_1_12,37,8/29/2021,75
4_1_1_12,36,9/5/2021,82
4_1_1_12,35,9/12/2021,98
4_1_1_12,34,9/19/2021,77
4_1_1_12,33,9/26/2021,80
4_1_1_12,32,10/3/2021,103
4_1_1_12,31,10/10/2021,75
4_1_1_12,30,10/17/2021,76
4_1_1_12,29,10/24/2021,83
4_1_1_12,28,10/31/2021,80
4_1_1_12,27,11/7/2021,143
4_1_1_12,26,11/14/2021,150
4_1_1_12,25,11/21/2021,122
4_1_1_12,24,11/28/2021,149
4_1_1_12,23,12/5/2021,230
4_1_1_12,22,12/12/2021,276
4_1_1_12,21,12/19/2021,354
4_1_1_12,20,12/26/2021,140
4_1_1_12,19,1/2/2022,139
4_1_1_12,18,1/9/2022,42
4_1_1_12,17,1/16/2022,30
4_1_1_12,16,1/23/2022,44
4_1_1_12,15,1/30/2022,36
4_1_1_12,14,2/6/2022,46
4_1_1_12,13,2/13/2022,47
4_1_1_12,12,2/20/2022,42
4_1_1_12,11,2/27/2022,33
4_1_1_12,10,3/6/2022,42
4_1_1_12,9,3/13/2022,39
4_1_1_12,8,3/20/2022,36
4_1_1_12,7,3/27/2022,31
4_1_1_12,6,4/3/2022,22
4_1_1_12,5,4/10/2022,21
4_1_1_12,4,4/17/2022,25
4_1_1_12,3,4/24/2022,31
4_1_1_12,2,5/1/2022,30
4_1_1_12,1,5/8/2022,14
4_2_7_12,157,5/12/2019,136
4_2_7_12,156,5/19/2019,316
4_2_7_12,155,5/26/2019,240
4_2_7_12,154,6/2/2019,166
4_2_7_12,153,6/9/2019,219
4_2_7_12,152,6/16/2019,268
4_2_7_12,151,6/23/2019,232
4_2_7_12,150,6/30/2019,273
4_2_7_12,149,7/7/2019,276
4_2_7_12,148,7/14/2019,161
4_2_7_12,147,7/21/2019,188
4_2_7_12,146,7/28/2019,316
4_2_7_12,145,8/4/2019,586
4_2_7_12,144,8/11/2019,948
4_2_7_12,143,8/18/2019,1925
4_2_7_12,142,8/25/2019,1046
4_2_7_12,141,9/1/2019,294
4_2_7_12,140,9/8/2019,208
4_2_7_12,139,9/15/2019,151
4_2_7_12,138,9/22/2019,157
4_2_7_12,137,9/29/2019,141
4_2_7_12,136,10/6/2019,146
4_2_7_12,135,10/13/2019,178
4_2_7_12,134,10/20/2019,148
4_2_7_12,133,10/27/2019,130
4_2_7_12,132,11/3/2019,180
4_2_7_12,131,11/10/2019,211
4_2_7_12,130,11/17/2019,160
4_2_7_12,129,11/24/2019,131
4_2_7_12,128,12/1/2019,157
4_2_7_12,127,12/8/2019,185
4_2_7_12,126,12/15/2019,145
4_2_7_12,125,12/22/2019,125
4_2_7_12,124,12/29/2019,267
4_2_7_12,123,1/5/2020,489
4_2_7_12,122,1/12/2020,266
4_2_7_12,121,1/19/2020,189
4_2_7_12,120,1/26/2020,180
4_2_7_12,119,2/2/2020,194
4_2_7_12,118,2/9/2020,223
4_2_7_12,117,2/16/2020,241
4_2_7_12,116,2/23/2020,287
4_2_7_12,115,3/1/2020,260
4_2_7_12,114,3/8/2020,257
4_2_7_12,113,3/15/2020,77
4_2_7_12,112,3/22/2020,25
4_2_7_12,111,3/29/2020,8
4_2_7_12,106,5/3/2020,1
4_2_7_12,105,5/10/2020,2
4_2_7_12,104,5/17/2020,1
4_2_7_12,103,5/24/2020,2
4_2_7_12,102,5/31/2020,7
4_2_7_12,101,6/7/2020,11
4_2_7_12,100,6/14/2020,36
4_2_7_12,99,6/21/2020,50
4_2_7_12,98,6/28/2020,50
4_2_7_12,97,7/5/2020,57
4_2_7_12,96,7/12/2020,57
4_2_7_12,95,7/19/2020,71
4_2_7_12,94,7/26/2020,48
4_2_7_12,93,8/2/2020,41
4_2_7_12,92,8/9/2020,33
4_2_7_12,91,8/16/2020,36
4_2_7_12,90,8/23/2020,34
4_2_7_12,89,8/30/2020,38
4_2_7_12,88,9/6/2020,27
4_2_7_12,87,9/13/2020,23
4_2_7_12,86,9/20/2020,30
4_2_7_12,85,9/27/2020,31
4_2_7_12,84,10/4/2020,24
4_2_7_12,83,10/11/2020,32
4_2_7_12,82,10/18/2020,22
4_2_7_12,81,10/25/2020,32
4_2_7_12,80,11/1/2020,25
4_2_7_12,79,11/8/2020,30
4_2_7_12,78,11/15/2020,25
4_2_7_12,77,11/22/2020,24
4_2_7_12,76,11/29/2020,35
4_2_7_12,75,12/6/2020,31
4_2_7_12,74,12/13/2020,52
4_2_7_12,73,12/20/2020,48
4_2_7_12,72,12/27/2020,34
4_2_7_12,71,1/3/2021,46
4_2_7_12,70,1/10/2021,21
4_2_7_12,69,1/17/2021,4
4_2_7_12,68,1/24/2021,8
4_2_7_12,67,1/31/2021,18
4_2_7_12,66,2/7/2021,12
4_2_7_12,65,2/14/2021,14
4_2_7_12,64,2/21/2021,16
4_2_7_12,63,2/28/2021,19
4_2_7_12,62,3/7/2021,17
4_2_7_12,61,3/14/2021,26
4_2_7_12,60,3/21/2021,24
4_2_7_12,59,3/28/2021,24
4_2_7_12,58,4/4/2021,25
4_2_7_12,57,4/11/2021,25
4_2_7_12,56,4/18/2021,26
4_2_7_12,55,4/25/2021,27
4_2_7_12,54,5/2/2021,22
4_2_7_12,53,5/9/2021,29
4_2_7_12,52,5/16/2021,31
4_2_7_12,51,5/23/2021,65
4_2_7_12,50,5/30/2021,138
4_2_7_12,49,6/6/2021,137
4_2_7_12,48,6/13/2021,68
4_2_7_12,47,6/20/2021,41
4_2_7_12,46,6/27/2021,57
4_2_7_12,45,7/4/2021,91
4_2_7_12,44,7/11/2021,56
4_2_7_12,43,7/18/2021,35
4_2_7_12,42,7/25/2021,20
4_2_7_12,41,8/1/2021,25
4_2_7_12,40,8/8/2021,54
4_2_7_12,39,8/15/2021,92
4_2_7_12,38,8/22/2021,353
4_2_7_12,37,8/29/2021,344
4_2_7_12,36,9/5/2021,161
4_2_7_12,35,9/12/2021,133
4_2_7_12,34,9/19/2021,104
4_2_7_12,33,9/26/2021,96
4_2_7_12,32,10/3/2021,74
4_2_7_12,31,10/10/2021,82
4_2_7_12,30,10/17/2021,76
4_2_7_12,29,10/24/2021,73
4_2_7_12,28,10/31/2021,59
4_2_7_12,27,11/7/2021,48
4_2_7_12,26,11/14/2021,49
4_2_7_12,25,11/21/2021,38
4_2_7_12,24,11/28/2021,43
4_2_7_12,23,12/5/2021,45
4_2_7_12,22,12/12/2021,45
4_2_7_12,21,12/19/2021,51
4_2_7_12,20,12/26/2021,53
4_2_7_12,19,1/2/2022,83
4_2_7_12,18,1/9/2022,46
4_2_7_12,17,1/16/2022,37
4_2_7_12,16,1/23/2022,43
4_2_7_12,15,1/30/2022,53
4_2_7_12,14,2/6/2022,47
4_2_7_12,13,2/13/2022,62
4_2_7_12,12,2/20/2022,103
4_2_7_12,11,2/27/2022,165
4_2_7_12,10,3/6/2022,232
4_2_7_12,9,3/13/2022,267
4_2_7_12,8,3/20/2022,301
4_2_7_12,7,3/27/2022,457
4_2_7_12,6,4/3/2022,251
4_2_7_12,5,4/10/2022,87
4_2_7_12,4,4/17/2022,218
4_2_7_12,3,4/24/2022,331
4_2_7_12,2,5/1/2022,260
4_2_7_12,1,5/8/2022,186
4_6_1_11,157,5/12/2019,183
4_6_1_11,156,5/19/2019,264
4_6_1_11,155,5/26/2019,204
4_6_1_11,154,6/2/2019,236
4_6_1_11,153,6/9/2019,227
4_6_1_11,152,6/16/2019,230
4_6_1_11,151,6/23/2019,260
4_6_1_11,150,6/30/2019,249
4_6_1_11,149,7/7/2019,214
4_6_1_11,148,7/14/2019,249
4_6_1_11,147,7/21/2019,214
4_6_1_11,146,7/28/2019,244
4_6_1_11,145,8/4/2019,281
4_6_1_11,144,8/11/2019,376
4_6_1_11,143,8/18/2019,521
4_6_1_11,142,8/25/2019,368
4_6_1_11,141,9/1/2019,220
4_6_1_11,140,9/8/2019,181
4_6_1_11,139,9/15/2019,178
4_6_1_11,138,9/22/2019,174
4_6_1_11,137,9/29/2019,180
4_6_1_11,136,10/6/2019,189
4_6_1_11,135,10/13/2019,217
4_6_1_11,134,10/20/2019,184
4_6_1_11,133,10/27/2019,195
4_6_1_11,132,11/3/2019,229
4_6_1_11,131,11/10/2019,213
4_6_1_11,130,11/17/2019,250
4_6_1_11,129,11/24/2019,215
4_6_1_11,128,12/1/2019,208
4_6_1_11,127,12/8/2019,326
4_6_1_11,126,12/15/2019,347
4_6_1_11,125,12/22/2019,391
4_6_1_11,124,12/29/2019,331
4_6_1_11,123,1/5/2020,320
4_6_1_11,122,1/12/2020,142
4_6_1_11,121,1/19/2020,121
4_6_1_11,120,1/26/2020,153
4_6_1_11,119,2/2/2020,171
4_6_1_11,118,2/9/2020,188
4_6_1_11,117,2/16/2020,185
4_6_1_11,116,2/23/2020,149
4_6_1_11,115,3/1/2020,149
4_6_1_11,114,3/8/2020,172
4_6_1_11,113,3/15/2020,133
4_6_1_11,112,3/22/2020,60
4_6_1_11,111,3/29/2020,31
4_6_1_11,107,4/26/2020,2
4_6_1_11,106,5/3/2020,5
4_6_1_11,105,5/10/2020,10
4_6_1_11,104,5/17/2020,10
4_6_1_11,103,5/24/2020,5
4_6_1_11,102,5/31/2020,53
4_6_1_11,101,6/7/2020,73
4_6_1_11,100,6/14/2020,134
4_6_1_11,99,6/21/2020,218
4_6_1_11,98,6/28/2020,201
4_6_1_11,97,7/5/2020,191
4_6_1_11,96,7/12/2020,224
4_6_1_11,95,7/19/2020,183
4_6_1_11,94,7/26/2020,159
4_6_1_11,93,8/2/2020,144
4_6_1_11,92,8/9/2020,181
4_6_1_11,91,8/16/2020,157
4_6_1_11,90,8/23/2020,175
4_6_1_11,89,8/30/2020,188
4_6_1_11,88,9/6/2020,153
4_6_1_11,87,9/13/2020,205
4_6_1_11,86,9/20/2020,197
4_6_1_11,85,9/27/2020,175
4_6_1_11,84,10/4/2020,167
4_6_1_11,83,10/11/2020,172
4_6_1_11,82,10/18/2020,185
4_6_1_11,81,10/25/2020,189
4_6_1_11,80,11/1/2020,149
4_6_1_11,79,11/8/2020,190
4_6_1_11,78,11/15/2020,180
4_6_1_11,77,11/22/2020,132
4_6_1_11,76,11/29/2020,181
